kor_co_nm,fin_prdt_nm,join_way,pnsn_kind_nm,prdt_type_nm,dcls_rate,guar_rate,btrm_prft_rate_1,btrm_prft_rate_2,btrm_prft_rate_3,etc,pnsn_recp_trm_nm,pnsn_entr_age_nm,mon_paym_atm_nm,paym_prd_nm,pnsn_strt_age_nm,etc_available,etc_clean,search_text
신한라이프생명보험주식회사,VIP참연금저축보험Ⅲ,"영업점,모집인",연금저축보험(생명),금리연동형,2.0,,,,,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: VIP참연금저축보험Ⅲ
금융회사: 신한라이프생명보험주식회사
연금종류: 연금저축보험(생명)
상품유형: 금리연동형
공시이율: 2.0%
최저보증이율: nan%
과거수익률1년: nan%
과거수익률2년: nan%
과거수익률3년: nan%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,모집인"
엔에이치아문디자산운용주식회사,NH-Amundi 필승 코리아 증권투자신탁[주식] Class C-P1e(연금저축),영업점,연금저축펀드,주식형,,,73.65,0.0,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: NH-Amundi 필승 코리아 증권투자신탁[주식] Class C-P1e(연금저축)
금융회사: 엔에이치아문디자산운용주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 73.65%
과거수익률2년: 0.0%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
케이씨지아이자산운용 주식회사,메리츠차이나증권투자신탁[주식]종류C-Pe,영업점,연금저축펀드,주식형,,,33.0,-20.69,29.87,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠차이나증권투자신탁[주식]종류C-Pe
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 33.0%
과거수익률2년: -20.69%
과거수익률3년: 29.87%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋차이나업종대표연금증권전환형자투자신탁1호(주식)종류C-e,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,29.56,-32.34,34.65,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋차이나업종대표연금증권전환형자투자신탁1호(주식)종류C-e
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 29.56%
과거수익률2년: -32.34%
과거수익률3년: 34.65%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
케이씨지아이자산운용 주식회사,메리츠차이나증권투자신탁[주식]종류S-P,영업점,연금저축펀드,주식형,,,33.98,-19.65,29.13,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠차이나증권투자신탁[주식]종류S-P
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 33.98%
과거수익률2년: -19.65%
과거수익률3년: 29.13%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋차이나그로스증권자투자신탁1호(주식)종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,35.99,-32.33,40.46,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋차이나그로스증권자투자신탁1호(주식)종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 35.99%
과거수익률2년: -32.33%
과거수익률3년: 40.46%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋차이나그로스증권자투자신탁1호(주식)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,35.36,-32.67,39.84,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋차이나그로스증권자투자신탁1호(주식)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 35.36%
과거수익률2년: -32.67%
과거수익률3년: 39.84%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋G2이노베이터증권자투자신탁(주식)종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,8.34,-14.58,45.09,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋G2이노베이터증권자투자신탁(주식)종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 8.34%
과거수익률2년: -14.58%
과거수익률3년: 45.09%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
피델리티자산운용,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류S-PRS,영업점,연금저축펀드,재간접형,,,40.47,-5.55,30.74,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류S-PRS
금융회사: 피델리티자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 40.47%
과거수익률2년: -5.55%
과거수익률3년: 30.74%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
피델리티자산운용,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류PRS-e,인터넷,연금저축펀드,재간접형,,,40.28,-5.71,30.57,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류PRS-e
금융회사: 피델리티자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 40.28%
과거수익률2년: -5.71%
과거수익률3년: 30.57%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 인터넷"
미래에셋자산운용,미래에셋G2이노베이터증권자투자신탁(주식)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,7.84,-15.0,44.45,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋G2이노베이터증권자투자신탁(주식)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.84%
과거수익률2년: -15.0%
과거수익률3년: 44.45%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
피델리티자산운용,피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류PRS,영업점,연금저축펀드,재간접형,,,39.65,-6.59,29.93,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 피델리티글로벌테크놀로지증권자투자신탁(주식-재간접형)종류PRS
금융회사: 피델리티자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 39.65%
과거수익률2년: -6.59%
과거수익률3년: 29.93%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
다올자산운용 주식회사,KTB글로벌4차산업1등주증권투자신탁[주식] 종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,23.13,-20.35,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KTB글로벌4차산업1등주증권투자신탁[주식] 종류C-Pe
금융회사: 다올자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 23.13%
과거수익률2년: -20.35%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
얼라이언스번스틴자산운용,AB미국그로스증권투자신탁(주식-재간접형)종류형Sp,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,32.63,-2.67,27.87,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: AB미국그로스증권투자신탁(주식-재간접형)종류형Sp
금융회사: 얼라이언스번스틴자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 32.63%
과거수익률2년: -2.67%
과거수익률3년: 27.87%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
다올자산운용 주식회사,KTB글로벌4차산업1등주증권투자신탁[주식] 종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,22.85,-18.48,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KTB글로벌4차산업1등주증권투자신탁[주식] 종류C-P
금융회사: 다올자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 22.85%
과거수익률2년: -18.48%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
얼라이언스번스틴자산운용,AB미국그로스증권투자신탁(주식-재간접형)종류형C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,31.95,-3.02,27.2,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: AB미국그로스증권투자신탁(주식-재간접형)종류형C-P
금융회사: 얼라이언스번스틴자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 31.95%
과거수익률2년: -3.02%
과거수익률3년: 27.2%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
얼라이언스번스틴자산운용,AB미국그로스증권투자신탁(주식-재간접형)종류형Ce-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,재간접형,,,30.66,-8.5,27.34,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: AB미국그로스증권투자신탁(주식-재간접형)종류형Ce-P
금융회사: 얼라이언스번스틴자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 30.66%
과거수익률2년: -8.5%
과거수익률3년: 27.34%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
다올자산운용 주식회사,KTB중국1등주증권자투자신탁[주식]종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,30.77,-25.73,0.0,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KTB중국1등주증권자투자신탁[주식]종류C-Pe
금융회사: 다올자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 30.77%
과거수익률2년: -25.73%
과거수익률3년: 0.0%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
다올자산운용 주식회사,KTB중국1등주증권자투자신탁[주식]종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,32.45,-20.86,69.38,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: KTB중국1등주증권자투자신탁[주식]종류C-P
금융회사: 다올자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 32.45%
과거수익률2년: -20.86%
과거수익률3년: 69.38%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
