kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,1,1.8,2.4,"상품명: 쏠편한 정기예금
금융회사: 신한은행
기본금리: 1.8%
최고금리: 2.4%
저축기간: 1개월
최고한도: nan
우대조건: 해당사항없음
가입제한: 1
가입대상: 만14세이상 개인고객
가입방법: 인터넷,스마트폰"
농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",1,개인,"※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",,1,2.3,2.4,"상품명: NH왈츠회전예금 II
금융회사: 농협은행주식회사
기본금리: 2.3%
최고금리: 2.4%
저축기간: 1개월
최고한도: nan
우대조건: 1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p
가입제한: 1
가입대상: 개인
가입방법: 영업점,인터넷,스마트폰"
농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",1,개인,"1. 300만원이상 가입
2. 온실가스 줄이기 실천서약서 동의시 가입가능
3. 신규가입 계좌당 2천원씩 녹색환경기금 적립
※ 자세한 사항은 상품설명서 참조",,12,2.15,2.55,"상품명: NH내가Green초록세상예금
금융회사: 농협은행주식회사
기본금리: 2.15%
최고금리: 2.55%
저축기간: 12개월
최고한도: nan
우대조건: ※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p
가입제한: 1
가입대상: 개인
가입방법: 영업점,인터넷,스마트폰"
농협은행주식회사,NH올원e예금,"인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리",없음,1,개인,1. 10만원 이상 10억원 이내 가입,1000000000.0,1,2.35,2.35,"상품명: NH올원e예금
금융회사: 농협은행주식회사
기본금리: 2.35%
최고금리: 2.35%
저축기간: 1개월
최고한도: 1000000000.0
우대조건: 없음
가입제한: 1
가입대상: 개인
가입방법: 인터넷,스마트폰"
농협은행주식회사,NH고향사랑기부예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 큰만족실세예금 계약기간별 금리","1. 고향사랑기부금 납부고객 우대 : 0.5%p

2-1. 만65세 이상 고령자 우대 : 0.1%p
2-2. 만 19~34세 MZ고객 우대 : 0.1%p

3. 고향사랑 특별금리 : 0.05%p (금리시장상황에 따라 변동 가능)
 - 고향사랑 특별금리는 상품 가입고객 모두에게 적용",1,개인,"1. 100만원 이상 가입
2. 고향사랑기부금 우대금리는 농협은행/농축협 영업점 또는 고향사랑e음 홈페이지를 통한 고향사랑기부금 납부실적이 확인되는 경우 제공
3. 연간 판매액의 0.1% 공익기금 적립

※ 우대조건 관련 자세한 사항은 상품설명서 참조",,12,2.15,2.8,"상품명: NH고향사랑기부예금
금융회사: 농협은행주식회사
기본금리: 2.15%
최고금리: 2.8%
저축기간: 12개월
최고한도: nan
우대조건: 1. 고향사랑기부금 납부고객 우대 : 0.5%p

2-1. 만65세 이상 고령자 우대 : 0.1%p
2-2. 만 19~34세 MZ고객 우대 : 0.1%p

3. 고향사랑 특별금리 : 0.05%p (금리시장상황에 따라 변동 가능)
 - 고향사랑 특별금리는 상품 가입고객 모두에게 적용
가입제한: 1
가입대상: 개인
가입방법: 영업점,인터넷,스마트폰"
주식회사 하나은행,하나의정기예금,스마트폰,"1개월이내 : 지급당시 해당기간 일반정기예금 월이자지급식 기본금리 1/2
1개월초과 : 지급당시 해당기간 일반정기예금 월이자지급식 기본금리 1/4",해당사항없음,1,실명의 개인 또는 개인사업자,"1. 가입금액: 1백만원이상
2. 1인 최대가입한도 : 제한 없음",,1,1.8,2.5,"상품명: 하나의정기예금
금융회사: 주식회사 하나은행
기본금리: 1.8%
최고금리: 2.5%
저축기간: 1개월
최고한도: nan
우대조건: 해당사항없음
가입제한: 1
가입대상: 실명의 개인 또는 개인사업자
가입방법: 스마트폰"
주식회사 케이뱅크,코드K 정기예금,스마트폰,"만기 후 
- 1개월 이내 : 만기시점 기본금리 X 50%
- 1개월 초과~6개월 이내 : 만기시점 기본금리 X 30%
- 6개월 초과 : 연 0.20%",우대조건 없음,1,만 17세 이상 실명의 개인 및 개인사업자,"가입금액 : 1백만원 이상
가입기간 : 1개월~36개월",,1,2.5,2.5,"상품명: 코드K 정기예금
금융회사: 주식회사 케이뱅크
기본금리: 2.5%
최고금리: 2.5%
저축기간: 1개월
최고한도: nan
우대조건: 우대조건 없음
가입제한: 1
가입대상: 만 17세 이상 실명의 개인 및 개인사업자
가입방법: 스마트폰"
수협은행,"Sh평생주거래우대예금
(만기일시지급식)",영업점,"* 만기후 1년 이내
 - 만기당시 일반정기예금(월이자지급식) 계약기간별 기본금리 1/2
* 만기후 1년 초과
 - 만기당시 보통예금 기본금리","* 최대우대금리 : 0.4%
1. 거래고객우대금리 : 최대0.1% (신규시) 
 -최초예적금고객/재예치/장기거래 각 0.05% 
2. 거래실적우대금리 : 최대0.3% (만기시)
 -급여,연금이체등/수협카드결제/공과금이체등 각0.1%
※단위:연%p",1,실명의 개인,"- 1인 1계좌
- 최저 100만원 이상",,12,2.1,2.5,"상품명: Sh평생주거래우대예금
(만기일시지급식)
금융회사: 수협은행
기본금리: 2.1%
최고금리: 2.5%
저축기간: 12개월
최고한도: nan
우대조건: * 최대우대금리 : 0.4%
1. 거래고객우대금리 : 최대0.1% (신규시) 
 -최초예적금고객/재예치/장기거래 각 0.05% 
2. 거래실적우대금리 : 최대0.3% (만기시)
 -급여,연금이체등/수협카드결제/공과금이체등 각0.1%
※단위:연%p
가입제한: 1
가입대상: 실명의 개인
가입방법: 영업점"
수협은행,"Sh해양플라스틱Zero!예금
(만기일시지급식)","영업점,인터넷,스마트폰","* 만기후 
-1개월 이내: 만기당시 일반정기예금(월이자지급식) 계약기간별 기본금리 1/2
-1개월초과~3개월 이내: 만기당시 일반정기예금(월이자지급식) 기본금리의 1/4
- 3개월 초과: 만기당시 보통예금 기본금리","* 최대우대금리:0.35%
1. 해양플라스틱감축서약 : 0.1% (신규시) 
2. 봉사활동 또는 상품홍보 : 0.15% (만기시) 
3. 입출금통장 최초신규 : 0.1% (만기시)
4. 자동이체 출금실적 : 0.1% (만기시)
 - 수협신용카드 / 당행 펀드 또는 적금 / 수협체크카드
※단위:연%p",1,실명의 개인,"- 1인 다계좌 가능. 
  단,  합산금액 5억원 이내 
- 최저 100만원 이상",500000000.0,6,2.25,2.6,"상품명: Sh해양플라스틱Zero!예금
(만기일시지급식)
금융회사: 수협은행
기본금리: 2.25%
최고금리: 2.6%
저축기간: 6개월
최고한도: 500000000.0
우대조건: * 최대우대금리:0.35%
1. 해양플라스틱감축서약 : 0.1% (신규시) 
2. 봉사활동 또는 상품홍보 : 0.15% (만기시) 
3. 입출금통장 최초신규 : 0.1% (만기시)
4. 자동이체 출금실적 : 0.1% (만기시)
 - 수협신용카드 / 당행 펀드 또는 적금 / 수협체크카드
※단위:연%p
가입제한: 1
가입대상: 실명의 개인
가입방법: 영업점,인터넷,스마트폰"
수협은행,헤이(Hey)정기예금,"인터넷,스마트폰","* 만기후 
-1개월 이내: 만기당시 일반정기예금(월이자지급식) 계약기간별 기본금리 1/2
-1개월초과~3개월 이내: 만기당시 일반정기예금(월이자지급식) 기본금리의 1/4
- 3개월 초과: 만기당시 보통예금 기본금리",없음,1,실명의 개인,"-1인 다계좌 가능.
 단, 합산금액 최대 10억원 이내
-최저 10만원 이상",1000000000.0,3,2.55,2.55,"상품명: 헤이(Hey)정기예금
금융회사: 수협은행
기본금리: 2.55%
최고금리: 2.55%
저축기간: 3개월
최고한도: 1000000000.0
우대조건: 없음
가입제한: 1
가입대상: 실명의 개인
가입방법: 인터넷,스마트폰"
수협은행,Sh첫만남우대예금,"인터넷,스마트폰","* 만기후 
-1개월 이내: 만기당시 일반정기예금(월이자지급식) 계약기간별 기본금리 1/2
-1개월초과~3개월 이내: 만기당시 일반정기예금(월이자지급식) 기본금리의 1/4
- 3개월 초과: 만기당시 보통예금 기본금리","* 최대우대금리:1.05%
1. 첫거래우대 : 1.0% (신규시) 
  - 최근 1년간 수협은행 예적금 활동계좌 미보유 고객포함
2. 마케팅전체동의 : 0.05%(신규시) 
3. 스마트폰뱅킹의 상품알리기 : 0.80%(만기시)
※단위:연%p",1,실명의 개인,"-1인 1계좌
-최저 100만원 이상",10000000.0,12,1.85,2.9,"상품명: Sh첫만남우대예금
금융회사: 수협은행
기본금리: 1.85%
최고금리: 2.9%
저축기간: 12개월
최고한도: 10000000.0
우대조건: * 최대우대금리:1.05%
1. 첫거래우대 : 1.0% (신규시) 
  - 최근 1년간 수협은행 예적금 활동계좌 미보유 고객포함
2. 마케팅전체동의 : 0.05%(신규시) 
3. 스마트폰뱅킹의 상품알리기 : 0.80%(만기시)
※단위:연%p
가입제한: 1
가입대상: 실명의 개인
가입방법: 인터넷,스마트폰"
주식회사 카카오뱅크,카카오뱅크 정기예금,스마트폰,"- 만기 후 1개월 이내 : 가입(또는 자동연장)시점 기본금리x50%
- 만기 후 1개월초과 3개월 이내 : 가입(또는 자동연장)시점 기본금리x30%
- 만기 후 3개월 초과 : 0.20%",※복잡한 우대조건 없이 가입가능한 정기예금,1,만 14세 이상의 실명의 개인,"1. 가입방법 : 스마트폰
2. 가입금액 : 100만원 이상(원단위)
3. 가입기간 : 1개월 이상 ~ 36개월 이하(월, 일단위 지정 가능)",,1,2.55,2.55,"상품명: 카카오뱅크 정기예금
금융회사: 주식회사 카카오뱅크
기본금리: 2.55%
최고금리: 2.55%
저축기간: 1개월
최고한도: nan
우대조건: ※복잡한 우대조건 없이 가입가능한 정기예금
가입제한: 1
가입대상: 만 14세 이상의 실명의 개인
가입방법: 스마트폰"
토스뱅크 주식회사,토스뱅크 먼저 이자 받는 정기예금,스마트폰,"· 만기 후 1개월 이내 : 만기시점 기본금리 X 50% 
· 만기 후 1개월 초과 3개월 이내 : 만기시점 기본금리 X 20% 
· 만기 후 3개월 초과 : 연 0.10%",우대조건 없음,1,토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 만 17세 이상 실명의 개인,"· 계약기간 : 3개월, 6개월 
· 가입금액 : 최소 1백만원 최대 10억원",1000000000.0,3,2.5,2.5,"상품명: 토스뱅크 먼저 이자 받는 정기예금
금융회사: 토스뱅크 주식회사
기본금리: 2.5%
최고금리: 2.5%
저축기간: 3개월
최고한도: 1000000000.0
우대조건: 우대조건 없음
가입제한: 1
가입대상: 토스뱅크 통장 또는 토스뱅크 서브 통장을 보유한 만 17세 이상 실명의 개인
가입방법: 스마트폰"
애큐온저축은행,정기예금,"영업점,인터넷,스마트폰,전화(텔레뱅킹)","만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용)
만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용)",없음,1,제한없음,가입금액 1백만원이상,,1,1.0,1.0,"상품명: 정기예금
금융회사: 애큐온저축은행
기본금리: 1.0%
최고금리: 1.0%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,인터넷,스마트폰,전화(텔레뱅킹)"
애큐온저축은행,플러스회전식정기예금(변동금리),"영업점,스마트폰","만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,1,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,12,3.0,3.0,"상품명: 플러스회전식정기예금(변동금리)
금융회사: 애큐온저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점,스마트폰"
애큐온저축은행,애큐온모바일예금,스마트폰,"만기후 1개월 이내 해지시 : 약정금리 
만기후 1개월 초과 이후 해지 시 : 보통예금이율","모바일 가입 : 연 0.10%
(고시금리 포함)

멤버십 동의 : 연 0.050%
(고시금리 미포함)",1,제한없음,"가입금액 1백만원이상
1인1계좌
모바일전용가입상품",,12,2.8,2.85,"상품명: 애큐온모바일예금
금융회사: 애큐온저축은행
기본금리: 2.8%
최고금리: 2.85%
저축기간: 12개월
최고한도: nan
우대조건: 모바일 가입 : 연 0.10%
(고시금리 포함)

멤버십 동의 : 연 0.050%
(고시금리 미포함)
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
애큐온저축은행,"플러스회전식정기예금(변동금리,모바일)",스마트폰,"만기후 1개월 이내 해지 시 : 마지막 회전기간 약정금리
만기후 1개월 초과 이후 해지 시 : 보통예금이율",없음,1,제한없음,"가입금액: 1백만원 이상
1년단위 변동금리 상품 : 가입기간 36개월(가입후 매1년 회전주기 단위로 약정이율 변동)
약정이율 : 회전시점 정기예금 12개월금리+0.1% 
중도해지이율 : 완료된 회전주기기간은 중도해지시에도 회전 구간 별 약정금리제공
(미완료된 회전주기기간은 당행 정기예금 1년 내 중도해지금리 적용)",,12,3.1,3.1,"상품명: 플러스회전식정기예금(변동금리,모바일)
금융회사: 애큐온저축은행
기본금리: 3.1%
최고금리: 3.1%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
